Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID
Sodexo,,1      Southampton Row,London,WC1V 6QA,1,Restaurant/Cafe/Canteen,426237,FHRS,5,0,0,5,08/11/2011,False,69790,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,2065
M L Whitehorn,Pitch 2,Twyford Place,London,WC2,4613,Retailers - other,735892,FHRS,5,5,5,5,29/01/2015,False,24452,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,1366
Sunrise,,111      Highgate Road,London,NW5 1TR,4613,Retailers - other,424382,FHRS,10,5,10,3,27/07/2010,False,2248,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528668,185661,-0.145481,51.555179,Unknown,08/05/2016,"(51.555179, -0.145481)",2195
Sushi Hiroba,,50-54      Kingsway,London,WC2B 6EN,1,Restaurant/Cafe/Canteen,425210,FHRS,,,,5,21/05/2015,False,51378,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,2216
Mai Sushi,,36-38      Chalton Street,London,NW1 1JB,1,Restaurant/Cafe/Canteen,425517,FHRS,10,10,10,3,14/09/2012,False,57029,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529838,182832,-0.129657,51.529488,Unknown,08/05/2016,"(51.529488, -0.129657)",1381
U select it limited,St Pancras International Station,Pancras Road,,NW1 2QL,1,Restaurant/Cafe/Canteen,632478,FHRS,5,5,10,4,17/01/2014,False,75039,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,2603
Maison Blanc,,76      Hampstead High Street,London,NW3 1QX,4613,Retailers - other,425683,FHRS,0,5,5,5,04/03/2012,False,59442,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526456,185668,-0.177381,51.555742,Unknown,08/05/2016,"(51.555742, -0.177381)",1382
Upper crust,"Upper Crust Main Concourse, Kings Cross Railway Station",Euston Road,,N1 9AP,7844,Takeaway/sandwich shop,470860,FHRS,5,5,5,5,26/04/2012,False,73986,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,2616
Vinotecca,,1 Pancras Square,,N1C 4AG,1,Restaurant/Cafe/Canteen,759330,FHRS,10,10,10,3,23/04/2015,False,80055,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,2638
Wagamama,,123      Kingsway,,WC2B 6PQ,1,Restaurant/Cafe/Canteen,516225,FHRS,5,5,5,5,07/02/2013,False,73568,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,2660
Waitrose Limited,,227-228      Tottenham Court Road,London,W1T 7QE,7840,Retailers - supermarkets/hypermarkets,426238,FHRS,0,0,0,5,30/07/2012,False,69797,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,2668
Banana Tree,,237-239      West End Lane,London,NW6 1XN,1,Restaurant/Cafe/Canteen,424665,FHRS,10,10,5,3,13/01/2009,False,3039,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525476,184987,-0.191738,51.54984,Unknown,08/05/2016,"(51.54984, -0.191738)",150
Wine Cellar,,224      Kilburn High Road,London,NW6 4JP,4613,Retailers - other,424946,FHRS,5,0,0,5,15/08/2008,False,4139,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,525063,184131,-0.198009,51.542239,Unknown,08/05/2016,"(51.542239, -0.198009)",2739
Yialousa Greek Taverna,,18      Woburn Place,London,WC1H 0LU,1,Restaurant/Cafe/Canteen,423979,FHRS,10,5,10,3,27/02/2012,False,1747,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,2761
British Home Stores plc,,132      Hampstead Road,London,NW1 2PS,4613,Retailers - other,426089,FHRS,5,0,10,4,19/08/2008,False,6605,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,304
Cafe Mode,,170a-171      Drury Lane,London,WC2B 5PL,1,Restaurant/Cafe/Canteen,448452,FHRS,10,5,5,4,25/06/2013,False,73460,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,372
Costa,"Unit 3-4, Kings Cross Station",Euston Road,London,N1 9AP,7844,Takeaway/sandwich shop,425784,FHRS,5,10,0,4,25/08/2015,False,60910,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,602
Baxter Storey  Transport For London,Templar House,81-87      High Holborn,,WC1V 6NU,1,Restaurant/Cafe/Canteen,571660,FHRS,5,0,0,5,28/03/2013,False,77024,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530611,181593,-0.118979,51.518167,Unknown,08/05/2016,"(51.518167, -0.118979)",174
All Bar One,,40      Melton Street,,NW1 2EE,7843,Pub/bar/nightclub,639836,FHRS,0,0,0,5,25/02/2014,False,77426,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,68
Dominoes Pizza,,166      High Holborn,London,WC1V 6TT,1,Restaurant/Cafe/Canteen,426145,FHRS,0,5,5,5,14/08/2012,False,67816,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,725
Fortnum & Mason,"Unit 1a Ticket Office, St Pancras International Station",Pancras Road,,NW1 2QL,1,Restaurant/Cafe/Canteen,628482,FHRS,5,5,5,5,11/01/2014,False,77995,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,881
Garfunkels,,267      Tottenham Court Road,London,W1T 7RH,1,Restaurant/Cafe/Canteen,425826,FHRS,5,0,0,5,16/09/2015,False,61305,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,912
Pret a Manger,,64      New Oxford Street,London,WC1A 1EU,7844,Takeaway/sandwich shop,426111,FHRS,0,5,0,5,11/02/2008,False,66797,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530019,181451,-0.127558,51.517036,Unknown,08/05/2016,"(51.517036, -0.127558)",1800
Ginger & White,,4a-5a      Perrin's Court,London,NW3 1QR,1,Restaurant/Cafe/Canteen,425812,FHRS,0,10,5,4,09/05/2012,False,61126,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,927
Giraffe Stop,,Unit M2/3      Kings Cross Station,,N1 9AP,1,Restaurant/Cafe/Canteen,426353,FHRS,5,5,5,5,08/12/2015,False,72189,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,934
A & H Eastern Halal Food,,227      Gray's Inn Road,London,WC1X 8RH,4613,Retailers - other,426412,FHRS,10,10,5,3,20/09/2010,False,7670,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530586,182616,-0.11896,51.527366,Unknown,08/05/2016,"(51.527366, -0.11896)",10
Archipelago,,110      Whitfield Street,London,W1T 5ED,1,Restaurant/Cafe/Canteen,426444,FHRS,0,0,0,5,21/03/2011,False,8181,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529279,182121,-0.137972,51.523218,Unknown,08/05/2016,"(51.523218, -0.137972)",100
Hampstead Cricket Club,Hampstead Cricket Club,Lymington Road,London,NW6 1HZ,7843,Pub/bar/nightclub,424300,FHRS,10,5,10,3,26/08/2010,False,21853,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525693,184930,-0.188644,51.54928,Unknown,08/05/2016,"(51.54928, -0.188644)",1004
Hampstead Food and Wine,,200      West End Lane,London,NW6 1SG,4613,Retailers - other,424657,FHRS,5,10,10,3,07/02/2014,False,3011,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525516,184985,-0.191176,51.549805,Unknown,08/05/2016,"(51.549805, -0.191176)",1005
Hampstead Health Shop,,57      Hampstead High Street,London,NW3 1QH,4613,Retailers - other,424515,FHRS,5,5,5,5,28/05/2008,False,2511,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526394,185724,-0.178241,51.55625,Unknown,08/05/2016,"(51.55625, -0.178241)",1006
Hampstead Heath Pharmacy,,35      South End Road,London,NW3 2PY,4613,Retailers - other,424556,FHRS,,,,Exempt,11/08/2008,False,2642,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527225,185602,-0.166305,51.554967,Unknown,08/05/2016,"(51.554967, -0.166305)",1007
Hampstead Hill School,Hampstead Hill Preparatory Sch,Pond Street,London,NW3 2PP,7845,School/college/university,424346,FHRS,0,0,5,5,09/01/2015,False,22190,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527085,185400,-0.168396,51.553192,Unknown,08/05/2016,"(51.553192, -0.168396)",1008
Hampstead Kiosk,Pitch Outside Hampstead Underg,Hampstead High Street,London,,7846,Mobile caterer,632472,FHRS,5,5,10,4,28/01/2014,False,59451,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,1009
Architectural Assoc Inc,,34-36      Bedford Square,London,WC1B 3EG,1,Restaurant/Cafe/Canteen,423698,FHRS,5,5,5,5,16/03/2012,False,10884,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529803,181564,-0.130642,51.518093,Unknown,08/05/2016,"(51.518093, -0.130642)",101
Hampstead Newsagents,,3      Holly Hill,London,NW3 6QN,4613,Retailers - other,424491,FHRS,10,10,10,3,25/07/2012,False,2452,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526341,185785,-0.178997,51.556819,Unknown,08/05/2016,"(51.556819, -0.178997)",1010
Hampstead Parochial CE Primary,Hampstead Parochial School,Holly Bush Vale,London,NW3 6TX,7845,School/college/university,424495,FHRS,0,0,5,5,23/05/2012,False,2460,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526338,185744,-0.179041,51.556451,Unknown,08/05/2016,"(51.556451, -0.179041)",1011
Hampstead S.P.O.,Hampstead Delivery Office,Shepherd's Walk,London,NW3 5UF,1,Restaurant/Cafe/Canteen,424376,FHRS,0,5,0,5,17/02/2010,False,22410,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526702,185515,-0.173876,51.554303,Unknown,08/05/2016,"(51.554303, -0.173876)",1012
Hampstead School Of English,,551-557      Finchley Road,London,NW3 7BJ,7845,School/college/university,423893,FHRS,5,0,10,4,06/08/2009,False,14290,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,525202,185739,-0.19542,51.556659,Unknown,08/05/2016,"(51.556659, -0.19542)",1013
Hampstead Sea Foods UK Ltd,,78      Hampstead High Street,London,NW3 1RE,4613,Retailers - other,424454,FHRS,5,5,10,4,10/03/2015,False,23635,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526534,185642,-0.176266,51.555482,Unknown,08/05/2016,"(51.555482, -0.176266)",1014
Hampstead Supermarket,,3      Elm Terrace,London,NW3 2LL,4613,Retailers - other,424160,FHRS,10,10,10,3,24/09/2014,False,20731,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,527349,185542,-0.164539,51.5544,Unknown,08/05/2016,"(51.5544, -0.164539)",1016
Hampstead Tea Rooms,,9      South End Road,London,NW3 2PT,1,Restaurant/Cafe/Canteen,424551,FHRS,10,10,10,3,25/03/2015,False,2630,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527252,185548,-0.165949,51.554476,Unknown,08/05/2016,"(51.554476, -0.165949)",1017
Hampstead Theatre,,Eton Avenue,London,NW3 3EL,1,Restaurant/Cafe/Canteen,424960,FHRS,10,10,10,3,26/02/2014,False,41906,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527397,184511,-0.16422,51.545124,Unknown,08/05/2016,"(51.545124, -0.16422)",1018
HanKang Korean Restaurant,,16      Hanway Street,London,W1T 1UE,1,Restaurant/Cafe/Canteen,423795,FHRS,5,10,10,3,02/12/2013,False,12936,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529722,181438,-0.131841,51.516979,Unknown,08/05/2016,"(51.516979, -0.131841)",1019
Arepa & Co,,Camden Lock,London,,7844,Takeaway/sandwich shop,425236,FHRS,10,10,10,3,31/01/2010,False,52070,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528693,184095,-0.14569999277592,51.5410995483398,Unknown,08/05/2016,"(51.5410995483398, -0.14569999277592)",102
Hana,,351      West End Lane,,NW6 1LT,5,Hospitals/Childcare/Caring Premises,586843,FHRS,5,5,10,4,17/02/2016,False,78279,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,525474,185270,-0.19168,51.552384,Unknown,08/05/2016,"(51.552384, -0.19168)",1020
Hand Picked Shellfish Company,,Malet Street,London,,4613,Retailers - other,426349,FHRS,5,0,0,5,17/11/2011,False,71927,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529876,181856,-0.129469,51.520704,Unknown,08/05/2016,"(51.520704, -0.129469)",1021
Happy Veggie,,Brunswick Market Brunswick Cen,London,,7846,Mobile caterer,425890,FHRS,5,5,0,5,25/02/2012,False,61963,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,1022
Hara,,231      Finchley Road,London,NW3 6LS,4613,Retailers - other,425121,FHRS,5,10,10,3,19/11/2010,False,48438,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,526269,184738,-0.18041,51.547426,Unknown,08/05/2016,"(51.547426, -0.18041)",1023
Hardel Fruiterers Ltd,,60      Red Lion Street,London,WC1R 4PD,4613,Retailers - other,424360,FHRS,,,,Exempt,13/08/2008,False,22293,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530726,181723,-0.117288,51.519309,Unknown,08/05/2016,"(51.519309, -0.117288)",1024
Hare & Tortoise,,11-13      Brunswick Centre,London,WC1N 1AF,7843,Pub/bar/nightclub,425417,FHRS,5,5,5,5,26/01/2012,False,55731,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530248,182328,-0.12395,51.524856,Unknown,08/05/2016,"(51.524856, -0.12395)",1025
Harley Street At University,The Uclh Cancer Centre,Huntley Street,,WC1E 6AG,1,Restaurant/Cafe/Canteen,717325,FHRS,5,0,5,5,08/12/2015,False,75026,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529601,182000,-0.133391,51.522066,Unknown,08/05/2016,"(51.522066, -0.133391)",1026
Harlingford Hotel,,61-63      Cartwright Gardens,London,WC1H 9EL,7842,Hotel/bed & breakfast/guest house,423936,FHRS,0,0,0,5,13/01/2010,False,14784,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530032,182476,-0.126993,51.526244,Unknown,08/05/2016,"(51.526244, -0.126993)",1027
Harmood Children Centre,Harmood Community Centre,1      Forge Place,London,NW1 8DQ,5,Hospitals/Childcare/Caring Premises,425414,FHRS,10,5,5,4,16/02/2016,False,55583,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528484,184564,-0.148534,51.545354,Unknown,08/05/2016,"(51.545354, -0.148534)",1028
Harry's Fine Food,,258      Kentish Town Road,London,NW5 2AA,4613,Retailers - other,423901,FHRS,10,10,10,3,25/03/2015,False,14372,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,529030,185096,-0.140483,51.550019,Unknown,08/05/2016,"(51.550019, -0.140483)",1029
Argos Distributers Ltd,5b Harben Parade,Finchley Road,London,NW3 5ES,4613,Retailers - other,423881,FHRS,,,,Exempt,13/04/2012,False,14133,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526538,184500,-0.176605,51.545218,Unknown,08/05/2016,"(51.545218, -0.176605)",103
Harry's Hot Potatoes,"Pitch 123, Leather Lane Market",Leather Lane,London,,7844,Takeaway/sandwich shop,425693,FHRS,5,5,10,4,01/03/2012,False,59670,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,1030
Hart & Lova Bakery,,213a Belsize Road,,NW6 4AA,1,Restaurant/Cafe/Canteen,773819,FHRS,5,5,5,5,02/06/2015,False,79528,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,525580,183709,-0.190708,51.538332,Unknown,08/05/2016,"(51.538332, -0.190708)",1031
Hason Raja,,84      Southampton Row,London,WC1B 4BB,1,Restaurant/Cafe/Canteen,423726,FHRS,15,15,20,1,17/08/2015,False,11165,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530405,181822,-0.121861,51.520281,Unknown,08/05/2016,"(51.520281, -0.121861)",1032
Hat & Tun,,3      Hatton Wall,London,EC1N 8HX,7843,Pub/bar/nightclub,425656,FHRS,5,5,5,5,23/08/2012,False,58967,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531338,182002,-0.108355,51.521674,Unknown,08/05/2016,"(51.521674, -0.108355)",1033
Hatton News,,12A      Leather Lane,London,EC1N 7SS,4613,Retailers - other,426532,FHRS,5,5,10,4,14/08/2009,False,9449,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531313,181697,-0.108842,51.518948,Unknown,08/05/2016,"(51.518948, -0.108842)",1034
Haverstock School,Haverstock School,24      Haverstock Hill,London,NW3 2BQ,7845,School/college/university,424144,FHRS,5,0,5,5,21/01/2013,False,20621,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528082,184497,-0.154366,51.544852,Unknown,08/05/2016,"(51.544852, -0.154366)",1035
Hawker,,11-13 Camden High Street,,NW1 7JE,1,Restaurant/Cafe/Canteen,773836,FHRS,5,5,10,4,02/07/2015,False,82574,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529152,183431,-0.139335,51.535028,Unknown,08/05/2016,"(51.535028, -0.139335)",1036
Hawley Nursery & Infant School,Hawley Infant And Nursery Scho,Buck Street,London,NW1 8NJ,5,Hospitals/Childcare/Caring Premises,424558,FHRS,10,0,5,4,20/11/2015,False,26440,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528896,184038,-0.142802,51.540542,Unknown,08/05/2016,"(51.540542, -0.142802)",1037
Haysmacintyre,,26      Red Lion Square,,WC1R 4HQ,1,Restaurant/Cafe/Canteen,730225,FHRS,0,0,0,5,11/12/2014,False,78409,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530615,181768,-0.11887,51.519747,Unknown,08/05/2016,"(51.519747, -0.11887)",1038
Hazara Restaurant,,44-46      Belsize Lane,,NW3 5AR,1,Restaurant/Cafe/Canteen,653482,FHRS,5,10,10,3,24/03/2014,False,75577,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526870,184979,-0.171647,51.549457,Unknown,08/05/2016,"(51.549457, -0.171647)",1039
Argos Distributors,,5      Gray's Inn Road,London,WC1X 8PH,4613,Retailers - other,426404,FHRS,,,,Exempt,05/02/2009,False,7495,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531097,181643,-0.111974,51.518504,Unknown,08/05/2016,"(51.518504, -0.111974)",104
Health Food Centre,,10-11      Warren Street,London,W1T 5LG,1,Restaurant/Cafe/Canteen,426436,FHRS,10,10,10,3,08/05/2012,False,7982,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529222,182227,-0.138768,51.524184,Unknown,08/05/2016,"(51.524184, -0.138768)",1040
Heath News,,41      South End Road,London,NW3 2PY,4613,Retailers - other,425528,FHRS,5,0,0,5,15/04/2009,False,57125,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527225,185602,-0.166305,51.554967,Unknown,08/05/2016,"(51.554967, -0.166305)",1041
Heath News Ltd,,1      Elm Terrace,London,NW3 2LL,4613,Retailers - other,424576,FHRS,10,5,5,4,16/01/2013,False,2674,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,527349,185542,-0.164539,51.5544,Unknown,08/05/2016,"(51.5544, -0.164539)",1042
