sn,s4weight,s4act1,s1truan1,s1gor,dadsec,momsec,famsec,s1pared,s1sex
241193,,,1,1,3,2,2,2,1
241196,1.49484067925911,1,4,3,4,3,3,3,1
241198,0.529377812639207,2,7,2,1,2,1,1,2
241201,0.74167060308152,2,4,2,6,5,5,3,2
241203,,,4,5,1,2,1,1,2
241208,,,7,5,4,2,2,2,2
241211,,,4,10,6,5,5,2,1
241213,2.68153263635077,3,1,10,5,5,5,3,1
241214,1.1564036619323,8,4,6,2,6,2,3,1
241215,,,4,5,3,2,2,3,2
241217,0.412311736907758,2,7,3,4,5,4,1,1
241218,0.569558816399666,2,7,3,2,2,2,1,1
241220,,,7,10,1,5,1,2,1
241221,,,7,9,1,3,1,1,2
241222,1.02399554447168,3,4,5,3,5,3,3,2
241223,1.32829011825068,6,4,7,4,3,3,2,2
241224,,,7,7,6,5,5,3,2
241225,,,4,2,4,2,2,3,1
241228,0.850975669698881,6,7,9,4,2,2,2,2
241229,,,7,4,1,5,1,1,1
241234,,,7,1,5,2,2,3,1
241235,0.614571940944554,3,4,10,1,5,1,2,1
241236,,,4,11,6,6,6,3,2
241240,0.439162059730669,3,7,3,6,2,2,1,1
241241,0.908740061979612,2,4,9,6,2,2,3,2
241243,,,4,6,6,3,3,3,2
241244,,,7,6,6,3,3,3,2
241245,1.08979946527841,3,7,9,2,2,2,2,2
241247,,,7,2,4,5,4,3,2
241249,,,7,6,4,2,2,2,2
241251,0.589776605831665,2,7,2,3,3,3,3,2
241252,,,7,3,5,6,5,3,1
241254,,,7,11,2,3,2,1,1
241255,,,7,2,6,5,5,2,1
241257,,,4,2,6,6,6,3,1
241258,,,1,1,6,3,3,3,1
241260,1.01496710587953,3,4,1,4,6,4,3,1
241261,,,7,5,1,5,1,3,2
241262,,,4,3,6,6,6,3,2
241264,,,4,9,5,4,4,1,2
241265,1.08996785561739,2,7,4,4,1,1,1,2
241266,,,7,6,3,2,2,3,1
241267,,,7,5,3,3,3,3,2
241269,,,4,10,2,5,2,3,2
241270,1.21493813113252,2,7,8,5,2,2,1,1
241272,,,7,3,4,5,4,3,2
241274,2.17066120818889,7,4,8,2,6,2,3,2
241275,,,7,5,3,3,3,3,1
241277,,,7,11,3,2,2,2,2
241278,,,4,11,5,6,5,3,1
241279,,,7,3,6,6,6,3,2
241280,,,7,5,2,5,2,3,1
241281,,,7,5,6,6,6,3,1
241282,,,7,6,2,6,2,3,1
241283,0.540180143213909,2,7,6,3,3,3,3,2
241284,,,7,7,6,6,6,3,1
241286,0.776615624404494,2,7,9,1,1,1,3,2
241287,0.573007987190468,2,7,10,1,2,1,1,2
241289,4.62306130403113,3,4,11,5,4,4,3,2
241290,0.552732344455335,4,7,2,6,5,5,3,1
241291,,,7,10,3,6,3,3,1
241294,0.523217031581284,2,7,1,2,2,2,1,2
241296,0.493958924346048,3,4,3,3,2,2,2,1
241297,1.3555021635255,3,7,11,3,3,3,2,2
241298,,,4,7,6,6,6,3,2
241303,,,7,9,2,5,2,3,2
241304,,,7,1,2,2,2,1,2
241306,1.26788863229211,3,7,2,5,5,5,3,1
241310,0.716995366039844,2,7,4,3,3,3,1,1
241320,,,4,4,4,6,4,3,2
241321,,,4,8,4,6,4,3,1
241322,0.893534555729555,1,4,6,5,4,4,2,1
241324,,,4,3,2,5,2,3,2
241325,,,4,11,6,6,6,3,1
241326,,,4,11,6,4,4,1,1
241327,,,4,8,6,2,2,1,2
241328,,,4,3,5,4,4,3,2
241330,,,7,3,4,4,4,3,2
241331,,,4,10,6,5,5,1,2
241333,,,4,8,6,6,6,3,2
241334,,,7,5,2,1,1,2,1
241337,,,7,4,3,5,3,3,1
241338,,,7,9,1,1,1,1,2
241339,0.378595874066689,2,7,9,5,6,5,3,2
241342,,,7,6,3,2,2,3,1
241343,1.08312689984126,3,4,10,6,5,5,3,2
241344,,,7,9,6,4,4,3,2
241346,,,4,6,5,6,5,3,2
241347,0.622131211245002,5,4,3,4,4,4,1,2
241349,,,7,10,2,2,2,1,1
241352,,,7,5,5,6,5,3,1
241354,,,7,8,4,5,4,3,1
241356,0.854405145574349,2,7,9,4,5,4,3,2
241357,,,7,3,6,6,6,3,1
241358,0.853822825234207,2,7,10,3,6,3,3,1
241359,2.18119135319645,6,7,5,3,5,3,3,1
241361,1.61239526306206,2,7,11,4,2,2,1,1
241362,,,7,2,2,5,2,3,2
241366,,,7,11,6,6,6,3,2
241367,,,4,8,2,2,2,3,1
241369,,,7,11,1,6,1,1,1
241370,,,7,5,6,6,6,3,2
241372,,,4,8,5,5,5,3,1
241374,,,4,5,3,6,3,3,1
241375,,,7,2,3,2,2,3,1
241377,,,7,9,2,1,1,1,2
241379,,,4,11,2,2,2,3,1
241382,0.303000486078589,2,7,3,6,2,2,3,2
241384,0.524991307672854,2,7,4,1,1,1,1,2
241385,,,7,9,6,1,1,1,1
241387,,,4,11,4,2,2,3,1
241389,0.383734281943933,2,7,10,2,3,2,1,2
241390,,,4,8,6,6,6,3,2
241392,,,4,6,6,6,6,3,2
241394,,,7,11,5,6,5,3,2
241395,2.58499331846175,3,4,9,5,1,1,3,1
241396,0.910466546580012,3,7,10,5,5,5,3,1
241397,,,7,9,4,6,4,3,2
241398,,,7,5,4,5,4,2,2
241399,0.904345006093806,3,7,11,3,1,1,1,2
241400,0.357920720197048,3,4,5,6,5,5,3,2
241401,,,7,3,5,5,5,3,2
241403,,,7,2,3,6,3,2,2
241404,,,7,9,2,3,2,1,2
241405,,,7,9,3,5,3,1,2
241406,3.57682706492583,3,4,6,2,2,2,1,2
241407,0.438091385159493,2,7,7,1,6,1,1,2
241413,0.656982378762461,2,7,8,6,2,2,1,2
241414,,,7,9,3,6,3,1,1
241420,,,4,1,6,5,5,3,2
241423,,,7,10,2,5,2,3,1
241424,,,7,10,1,5,1,2,2
241427,,,4,9,5,5,5,3,2
241428,0.57390679471613,2,7,1,2,6,2,3,2
241429,1.41332249581441,2,7,2,3,5,3,2,1
241430,0.784603443127946,2,4,3,1,2,1,1,1
241431,,,4,10,5,5,5,3,2
241434,,,4,10,6,5,5,3,1
241436,,,7,2,4,2,2,3,2
241437,,,1,5,5,5,5,3,2
241438,,,7,3,1,2,1,1,1
241441,,,7,10,3,6,3,3,2
241443,,,7,2,6,3,3,3,2
241445,,,7,10,6,6,6,3,2
241446,,,7,11,6,5,5,2,2
241452,0.395215649630753,1,7,5,3,5,3,3,1
241454,2.29662093332701,6,7,8,5,4,4,3,1
241455,,,7,10,2,2,2,2,1
241458,0.298785586246596,8,7,3,2,5,2,2,1
241462,0.26627116364152,2,7,9,5,6,5,3,2
241467,,,7,2,6,6,6,3,1
241469,,,7,9,6,3,3,1,2
241470,,,7,5,2,4,2,2,2
241474,,,4,2,3,5,3,3,2
241477,,,7,2,5,6,5,3,2
241478,0.637567588983356,2,4,9,6,2,2,1,1
241479,,,7,4,4,2,2,2,1
241481,0.466904552302879,4,7,9,6,6,6,3,2
241482,,,7,6,3,6,3,3,1
241483,2.46244563274414,3,7,9,5,2,2,3,1
241485,0.587714019598934,2,7,9,3,3,3,3,2
241488,0.445216392621223,2,7,6,1,3,1,1,1
241491,,,7,10,2,5,2,3,1
241497,0.478944038923994,2,4,2,5,6,5,3,2
241498,,,7,6,2,2,2,2,2
241500,,,4,9,6,5,5,1,2
241501,0.53453295814484,2,7,6,6,1,1,3,2
241502,,,7,6,3,3,3,1,1
241503,,,7,4,1,2,1,3,2
241504,,,7,2,3,6,3,3,2
241506,,,4,4,6,3,3,3,2
241509,,,7,3,3,3,3,1,1
241513,1.21213830393696,2,7,11,1,5,1,3,1
241514,0.388066972604567,2,7,9,1,2,1,1,2
241516,,,7,6,4,6,4,1,1
241517,,,7,11,3,5,3,3,2
241519,,,4,11,4,2,2,2,1
241522,0.411507003527216,2,7,10,4,3,3,3,2
241524,1.4808128724406,3,4,9,1,1,1,2,1
241525,0.789537373919519,2,7,2,1,2,1,1,1
241528,0.683826288725882,2,7,9,6,5,5,1,1
241529,0.454850999937989,3,7,5,6,6,6,3,2
241530,3.01078735400669,6,4,6,1,5,1,3,1
241531,0.931886972384487,2,7,5,3,6,3,3,1
241532,,,7,5,6,2,2,3,2
241534,,,7,9,2,5,2,1,1
241536,,,7,5,3,3,3,2,1
241537,,,-9,4,6,6,6,3,2
241538,0.30208567392533,2,7,4,6,5,5,3,2
241539,,,7,8,3,3,3,3,1
241542,,,7,2,5,6,5,3,1
241543,,,7,6,1,3,1,3,1
241545,0.404348105184821,2,7,10,6,5,5,2,2
241546,,,4,9,5,6,5,1,2
241547,,,4,9,4,2,2,1,1
241550,,,7,2,3,2,2,2,2
241551,0.642888261548237,2,7,8,6,6,6,3,2
241554,,,7,8,6,6,6,3,1
241555,,,4,8,4,6,4,2,1
241557,,,4,3,5,5,5,2,1
241558,,,4,8,4,5,4,3,1
241559,,,4,9,1,2,1,1,1
241560,,,4,3,5,3,3,3,1
241561,,,7,3,1,3,1,3,1
241565,0.632486769802636,3,7,1,5,5,5,3,2
241566,0.377502356370204,2,7,8,3,6,3,3,2
241568,,,4,10,1,3,1,2,1
241570,,,4,1,6,6,6,3,2
241572,,,7,2,4,5,4,3,2
241573,,,7,1,5,4,4,3,2
241574,0.553404246386579,2,7,8,3,2,2,1,2
241577,,,4,9,6,1,1,1,2
241578,1.9076146222406,1,4,4,6,6,6,3,1
241582,,,4,11,2,2,2,1,2
241584,,,7,5,5,5,5,3,2
241585,,,7,1,1,2,1,1,1
241589,4.03107094648952,3,4,5,3,4,3,3,2
241590,,,4,2,6,2,2,1,1
241592,0.791627835826739,2,7,5,4,4,4,3,2
241595,,,4,10,3,5,3,3,1
241599,,,4,7,6,6,6,3,1
241600,0.667327589091057,2,7,2,6,2,2,2,2
241604,1.38361314306513,2,7,4,1,3,1,3,1
241605,,,7,5,3,6,3,3,2
241606,,,4,5,5,5,5,3,2
241607,,,4,4,2,2,2,3,2
241608,,,4,10,4,5,4,3,2
241609,0.539181701639831,2,4,10,2,2,2,2,2
241611,,,7,11,5,5,5,3,2
241616,,,4,10,2,3,2,2,1
241618,,,7,10,1,5,1,1,1
241619,,,7,4,1,5,1,1,1
241620,,,4,9,1,3,1,1,2
241622,,,7,10,2,2,2,1,2
241623,,,4,2,6,6,6,3,1
241624,0.598479705965216,2,7,8,1,3,1,1,1
241626,0.874529727914858,2,7,1,2,2,2,2,2
241628,,,7,1,3,5,3,2,1
241629,0.715209562132356,4,7,3,1,3,1,2,1
241631,5.87223738215235,2,7,4,4,5,4,3,1
241632,0.470385830026177,2,7,5,2,5,2,2,2
241636,,,4,2,6,6,6,3,2
241637,,,7,6,3,5,3,3,2
241638,,,7,9,6,6,6,3,1
241643,,,4,8,1,3,1,2,2
241645,,,4,5,4,4,4,2,1
241646,0.800520179694226,2,7,5,1,3,1,2,2
241647,,,4,10,5,5,5,2,1
241652,,,7,4,1,2,1,2,1
241654,0.475733677739896,2,7,6,3,2,2,2,1
241655,,,4,2,1,6,1,1,1
241656,,,7,9,1,6,1,1,1
241657,,,7,10,5,5,5,2,1
241658,,,7,9,1,5,1,2,2
241659,3.74549107005405,3,4,2,3,3,3,3,2
241661,0.748943461826376,2,7,2,5,3,3,3,1
241664,,,7,9,5,6,5,3,1
241666,8.00648640875826,1,7,2,5,5,5,3,1
241671,0.438908523887055,2,7,10,2,6,2,2,1
241672,,,4,4,3,6,3,3,1
241675,0.913033594766866,2,4,2,3,4,3,2,1
241676,,,7,3,3,3,3,3,2
241677,0.472061380386781,2,7,8,6,5,5,3,2
241678,0.616514627276916,2,4,9,4,2,2,3,2
241681,,,4,4,5,3,3,3,2
241682,,,7,10,3,3,3,3,1
241685,,,4,10,3,3,3,1,1
241686,,,7,5,1,2,1,1,1
241687,,,7,6,2,6,2,3,1
241688,1.56325520655697,1,7,4,6,4,4,3,2
241689,1.38665570785884,3,7,3,4,5,4,3,2
241690,,,4,10,2,2,2,3,2
241691,1.1811390343316,2,7,6,4,2,2,3,1
241692,,,4,4,6,6,6,3,2
241693,,,4,3,1,2,1,1,2
241694,,,4,3,6,6,6,2,2
241695,0.435545415137021,2,4,3,5,5,5,3,2
241696,,,7,2,5,5,5,3,2
241697,,,1,7,6,6,6,3,2
241698,,,4,2,6,6,6,3,2
241699,0.86462796829881,4,1,3,4,6,4,2,2
241703,1.18929354334801,4,7,10,3,3,3,2,2
241704,,,7,10,5,5,5,3,1
241705,,,7,9,6,2,2,1,2
241707,,,7,8,6,6,6,1,2
241708,,,7,2,4,2,2,2,1
241709,,,7,9,4,4,4,3,2
241711,0.552647150925473,3,7,3,5,3,3,3,2
241712,,,4,5,1,3,1,1,1
241713,,,1,6,3,3,3,3,2
241714,,,7,4,5,6,5,3,1
241716,,,7,3,6,6,6,3,2
241717,1.33266527485973,3,4,1,1,5,1,1,2
241718,0.468792269081175,2,7,9,2,2,2,1,2
241722,1.27723039186407,3,7,6,6,6,6,3,2
241724,,,7,3,2,2,2,3,1
241726,0.648238402435089,2,7,8,1,1,1,3,1
241727,0.410238336406567,2,7,9,1,2,1,3,2
241728,,,7,11,3,3,3,2,1
241729,,,7,9,6,6,6,1,2
241730,1.08140505277469,3,4,2,2,6,2,3,2
241731,,,7,6,2,5,2,3,1
241734,0.475209108689727,2,7,10,5,5,5,3,2
241736,,,7,11,3,4,3,3,2
241738,0.479155355819939,3,7,3,1,6,1,2,2
241739,,,7,1,6,6,6,3,2
241740,,,7,11,3,5,3,3,2
241741,0.520049651346084,2,7,3,2,5,2,3,2
241744,,,7,11,3,5,3,1,1
241745,,,7,5,5,6,5,3,1
241748,,,1,5,5,5,5,3,1
241751,,,7,1,2,2,2,1,2
241752,,,7,4,5,3,3,2,2
241753,1.08210807773878,2,7,11,2,2,2,1,2
241754,,,4,3,5,2,2,2,1
241756,1.04380483608831,1,4,1,4,4,4,3,1
241757,,,4,2,3,2,2,1,2
241758,,,4,10,2,2,2,1,2
241760,,,4,10,4,5,4,2,2
241761,1.32578528152982,3,4,6,6,6,6,3,2
241766,,,4,8,1,5,1,1,2
241767,0.550921931188555,2,4,3,2,5,2,3,1
241769,0.872992847492408,2,4,6,6,2,2,3,2
241771,,,4,5,4,4,4,3,1
241772,,,7,5,1,2,1,1,2
241773,,,7,2,5,2,2,2,2
241775,,,7,9,6,3,3,2,1
241776,2.41587981766077,3,7,6,1,2,1,2,1
241777,2.17174450293092,1,4,6,2,5,2,3,1
241780,,,4,2,2,2,2,2,2
241781,0.482004152864553,2,7,1,5,3,3,3,2
241782,,,7,9,5,4,4,2,2
241785,,,1,10,6,1,1,3,1
241786,,,7,2,1,5,1,3,2
241788,0.412311736907758,2,7,3,5,3,3,3,1
241789,,,7,5,4,6,4,3,1
241791,2.32055391078955,3,4,1,6,5,5,3,1
241792,,,7,4,2,2,2,3,2
241793,,,7,5,3,4,3,3,1
241795,0.712273260393339,3,4,2,1,5,1,3,1
241797,,,4,9,5,3,3,3,2
241798,,,7,2,2,5,2,3,1
241800,,,4,8,2,5,2,1,2
241803,,,4,10,4,2,2,3,2
241804,,,4,1,5,4,4,3,2
241805,,,7,5,2,2,2,1,1
241807,1.33834319581628,3,7,5,2,2,2,1,2
241810,,,7,5,3,6,3,3,1
241811,,,7,5,6,6,6,3,1
241812,1.20697624293745,2,7,2,3,3,3,1,2
241815,0.753733444452499,6,1,9,5,5,5,3,2
241816,0.730462983608434,2,7,6,2,3,2,2,1
241822,,,7,6,5,6,5,3,1
241825,0.851250057851592,2,7,2,3,3,3,3,2
241826,0.683514193324614,2,7,2,2,2,2,1,1
241827,,,7,5,4,6,4,2,2
241829,,,4,9,6,4,4,1,1
241830,1.09087907214408,2,7,5,2,5,2,2,1
241831,,,7,10,1,1,1,1,1
241834,,,7,11,3,3,3,2,1
241840,,,7,6,5,5,5,3,2
241841,0.434947178292995,8,7,8,2,3,2,3,1
241843,,,4,8,4,3,3,1,2
241844,,,7,3,2,2,2,3,1
241845,,,7,9,1,4,1,2,2
241846,0.732104806882476,2,7,8,6,1,1,1,2
241847,,,4,4,3,3,3,3,2
241849,0.51396928227828,4,7,6,4,5,4,3,1
241851,,,4,10,6,2,2,3,2
241852,,,7,11,3,3,3,3,2
241853,0.495049395083669,2,7,3,2,2,2,3,2
241854,0.563297870097086,3,7,4,1,2,1,1,1
241855,,,4,10,3,3,3,3,1
241857,,,1,1,6,6,6,3,2
241859,,,7,5,1,3,1,3,2
241861,0.845277848788282,2,4,8,1,6,1,1,1
241862,,,7,2,3,2,2,2,1
241864,,,7,6,1,5,1,3,2
241866,,,7,1,2,3,2,3,2
241867,,,7,3,4,2,2,2,1
241868,0.632461615331258,2,7,2,3,6,3,3,2
241869,,,7,6,3,3,3,3,2
241870,3.49056973369016,1,7,2,5,5,5,3,2
241872,,,4,9,6,2,2,3,2
241874,,,7,4,1,2,1,2,2
241875,,,7,9,1,2,1,2,2
241877,1.09265370006624,2,4,4,6,3,3,3,2
241878,,,7,11,6,6,6,3,2
241880,4.53308217210957,5,7,6,6,6,6,3,2
241881,,,7,3,5,4,4,3,2
241882,,,7,4,2,2,2,1,1
241884,,,4,11,6,2,2,1,1
241887,1.34372434258643,2,7,5,2,5,2,3,1
241889,1.43477725364445,2,7,11,6,2,2,3,1
241890,,,7,2,6,3,3,3,2
241892,,,4,5,5,6,5,3,1
241894,0.611080540346695,2,7,2,1,2,1,1,2
241896,0.846192677440674,4,7,10,3,3,3,1,1
241898,,,7,10,2,3,2,3,2
241900,,,7,2,1,2,1,1,2
241902,,,4,1,2,6,2,3,2
241903,,,7,5,2,3,2,1,2
241904,0.865729403295842,2,7,9,2,2,2,1,1
241906,1.02770106360504,6,7,8,5,6,5,3,1
241907,0.571073223371131,2,7,2,2,1,1,1,2
241908,,,7,9,6,3,3,3,2
241909,,,7,4,5,5,5,3,2
241910,,,7,6,2,2,2,1,2
241915,,,4,9,2,2,2,1,2
241916,,,7,5,1,6,1,1,1
241917,0.386447156877769,2,7,10,3,5,3,3,2
241920,,,7,10,6,6,6,3,1
241921,,,7,9,2,3,2,3,2
241924,,,7,11,1,5,1,3,1
241925,0.733845570264617,1,4,9,3,3,3,2,1
241931,0.963612111394896,1,4,9,1,5,1,2,1
241932,,,4,3,4,2,2,2,2
241933,,,7,10,6,4,4,2,2
241934,1.39126954277979,3,4,6,3,6,3,3,1
241935,0.704404431684873,2,7,5,2,6,2,1,1
241936,,,7,9,6,6,6,3,1
241940,1.20560923979745,3,7,9,1,5,1,1,1
241941,,,4,3,4,4,4,3,1
241943,1.33897230097977,1,7,5,3,5,3,3,1
241944,,,7,3,3,3,3,1,1
241945,,,7,10,2,5,2,3,2
241947,,,4,5,5,5,5,3,1
241948,,,4,3,6,5,5,3,1
241949,,,7,3,3,4,3,3,1
241953,,,7,6,2,2,2,2,2
241954,,,4,3,3,3,3,2,1
241956,,,-9,6,1,5,1,3,2
241958,,,7,2,6,6,6,2,2
241963,,,7,3,4,2,2,2,2
241967,,,4,4,6,4,4,3,2
241969,,,4,8,2,3,2,3,1
241971,,,4,5,6,5,5,2,1
241974,0.751870045562132,2,4,11,6,3,3,1,2
241975,,,4,2,5,6,5,3,2
241976,,,7,4,4,2,2,2,1
241977,,,7,11,1,1,1,1,1
241983,,,7,11,2,1,1,1,2
241985,1.64936207968136,3,4,11,3,5,3,3,2
241986,0.303422175926727,2,7,8,3,3,3,1,2
241987,,,7,1,3,2,2,3,2
241990,0.721663536118414,2,4,9,6,2,2,1,1
241992,1.1222320453312,1,7,10,3,3,3,3,1
241993,1.42297455591181,2,4,5,6,5,5,3,1
241997,,,4,3,6,6,6,3,1
242000,0.431848481927516,2,7,3,3,2,2,1,2
242002,0.887817031462008,2,7,9,1,5,1,1,2
242004,,,7,6,1,3,1,1,1
242005,,,4,1,6,2,2,3,2
242006,,,4,10,6,6,6,1,2
242008,,,7,9,1,1,1,1,2
242009,1.22745208243468,2,7,2,2,3,2,1,1
242011,0.472709594265009,2,7,6,3,3,3,2,2
242014,1.45484929488795,3,7,5,4,5,4,3,2
242015,,,7,9,1,6,1,1,2
242017,,,4,9,5,6,5,3,1
242019,,,7,4,6,3,3,2,1
242020,,,4,4,5,2,2,3,2
242022,,,7,6,5,5,5,3,2
242026,,,7,10,3,3,3,1,1
242028,,,7,3,5,6,5,3,2
242029,,,4,5,5,2,2,2,2
242030,,,7,4,2,2,2,2,2
242031,,,1,9,5,6,5,3,2
242033,0.659592898014497,2,7,5,1,3,1,2,1
242034,,,4,3,2,2,2,3,2
242039,,,4,3,6,6,6,3,1
242043,0.560394902061373,2,7,9,6,3,3,3,2
242047,0.451216215132179,2,7,3,1,5,1,1,2
242048,,,7,5,3,3,3,3,2
242052,,,7,10,6,2,2,1,1
242053,0.977189806181977,2,7,10,3,4,3,3,1
242055,1.11445828720924,3,7,1,4,5,4,3,2
242056,0.371023950891206,3,7,2,1,4,1,2,2
242058,0.66206924465211,2,7,6,4,6,4,3,1
242060,,,7,6,5,3,3,3,1
242064,,,4,6,1,5,1,2,2
242066,0.486029167568315,2,4,9,4,5,4,3,2
242068,,,4,9,3,4,3,3,1
242070,,,4,11,1,3,1,3,2
242071,,,7,10,3,3,3,2,1
242073,,,4,3,2,1,1,1,2
242074,0.458819498958086,4,7,3,1,1,1,2,2
242079,,,4,8,1,5,1,1,2
242081,,,4,9,1,2,1,1,1
242083,0.482031766335787,4,7,2,2,3,2,2,2
242085,0.547588364174444,2,4,6,1,5,1,3,1
242090,0.731921154075631,3,7,1,6,6,6,3,2
242094,,,7,9,1,3,1,1,1
242097,0.46653636338342,2,7,6,2,5,2,2,2
242098,0.914328890121892,1,7,2,4,2,2,3,2
242099,1.16263377099228,3,7,5,5,3,3,2,1
242101,,,1,9,5,5,5,3,1
242108,0.723607227605018,2,7,2,6,2,2,1,2
242109,0.651012654960701,2,4,10,1,5,1,3,1
242110,0.599056749789608,2,7,6,2,1,1,1,2
242112,0.45983903454802,2,7,7,1,2,1,1,1
242114,,,4,2,5,6,5,3,2
242115,,,7,11,2,3,2,1,1
242116,0.596757490788243,7,7,5,6,5,5,3,2
242117,,,7,2,4,6,4,3,1
242119,,,4,10,3,5,3,3,2
242120,0.75904843834295,2,7,8,3,6,3,3,1
242123,2.04891319885947,5,7,3,6,6,6,3,2
242124,,,7,6,6,5,5,3,2
242126,,,7,6,1,6,1,1,2
242127,,,7,10,5,2,2,1,1
242128,,,7,2,2,2,2,3,1
242129,,,7,2,6,2,2,2,2
242130,,,7,9,6,6,6,3,1
242131,,,7,3,4,5,4,1,1
242133,0.957774415194911,2,7,7,6,6,6,3,2
242135,0.489412484828086,6,7,9,3,6,3,2,2
242136,,,4,8,5,2,2,3,2
242137,,,7,4,2,3,2,1,2
242138,,,7,6,6,6,6,3,2
242139,0.297283077031315,2,7,9,1,5,1,2,2
242142,,,4,8,4,2,2,3,1
242143,,,4,10,6,6,6,3,1
242144,,,7,3,4,3,3,3,2
242145,0.343307467370481,2,7,8,3,6,3,1,2
242146,,,7,3,4,3,3,3,2
242150,,,4,8,6,3,3,3,2
242153,0.741469493179046,2,7,9,1,5,1,1,1
242156,,,7,4,2,2,2,3,1
242157,0.902296351731225,3,7,9,2,6,2,2,2
242159,,,4,3,5,2,2,1,1
242165,0.894419736849507,2,4,2,2,2,2,1,1
242169,,,7,8,3,3,3,3,1
242173,,,7,10,6,6,6,3,1
242176,,,4,3,6,6,6,3,1
242178,,,1,9,5,6,5,3,1
242180,,,4,8,2,3,2,3,2
242182,,,4,5,3,3,3,1,1
242183,,,7,2,6,5,5,3,2
242185,0.813662378911751,1,7,2,5,6,5,2,1
242186,,,7,9,6,6,6,3,1
242187,,,4,4,6,1,1,1,1
242188,,,1,4,3,2,2,1,2
242189,0.456518341601069,2,7,2,6,2,2,3,2
242190,,,7,2,1,5,1,1,1
242191,0.49219584631617,2,7,5,1,2,1,1,1
242193,3.39540396131362,3,7,2,3,2,2,1,1
242197,,,7,5,6,3,3,3,1
242200,2.92707317416552,5,7,6,6,6,6,3,2
242201,0.459575223302716,3,7,9,2,4,2,3,2
242205,,,7,4,1,2,1,1,1
242207,0.643806163130214,2,7,2,3,2,2,2,1
242213,1.08389537045484,3,4,4,5,4,4,3,2
242217,,,1,9,3,6,3,3,1
242219,,,4,9,6,4,4,1,1
242222,1.63010355181045,3,7,11,4,5,4,3,1
242224,0.956776274706771,2,7,8,5,3,3,2,1
242225,,,7,4,2,2,2,1,2
242232,,,7,4,1,2,1,1,1
242233,,,7,5,6,3,3,3,2
242237,,,1,6,4,5,4,3,2
242238,,,7,9,5,6,5,3,1
242239,0.605882618586997,3,7,9,2,5,2,1,2
242240,0.50970836655617,2,7,9,2,2,2,2,2
242241,,,4,9,4,4,4,2,2
242247,,,7,7,5,6,5,3,2
242248,,,1,4,5,4,4,2,2
242250,,,7,6,4,4,4,3,1
242251,,,4,2,6,2,2,3,1
242252,,,-9,10,2,5,2,3,1
242253,,,4,9,1,2,1,1,2
242254,,,4,9,1,2,1,1,2
242257,,,7,6,2,6,2,3,1
242258,1.19693921473085,1,4,5,5,6,5,2,1
242260,,,4,9,1,3,1,1,1
242262,0.546189044927342,2,7,10,3,5,3,2,1
242266,,,7,6,5,6,5,3,1
242269,1.11642772190174,3,4,6,5,5,5,3,2
242274,,,4,4,5,5,5,3,2
242275,0.956052977693876,2,4,4,6,2,2,3,1
242276,,,4,4,2,3,2,3,2
242277,,,7,3,4,2,2,1,1
242279,,,1,8,2,1,1,1,1
242281,0.749485344155266,2,7,3,4,2,2,2,2
242285,,,7,8,3,1,1,1,1
242287,,,7,11,6,6,6,3,1
242288,,,7,3,1,2,1,3,1
242290,,,7,2,6,3,3,3,1
242292,,,7,9,3,3,3,1,2
242293,,,7,10,2,2,2,2,1
242294,0.40414633707694,2,7,3,2,5,2,1,2
242296,,,7,2,4,2,2,3,1
242297,,,7,9,1,6,1,3,1
242298,,,4,10,2,3,2,2,1
242306,1.09950387618016,3,4,6,5,6,5,2,2
242309,0.577164231682073,3,4,3,4,2,2,1,2
242310,,,7,6,6,6,6,3,2
242311,0.333599243959014,2,7,6,1,6,1,1,1
242312,,,4,6,4,6,4,3,2
242313,0.600707180963011,2,7,8,2,2,2,1,2
242315,,,4,9,5,5,5,1,1
242316,,,7,9,2,2,2,3,2
242318,1.02582134964418,3,4,11,5,2,2,1,2
242319,,,4,8,1,1,1,2,2
242320,,,7,6,4,3,3,3,2
242321,,,7,9,2,2,2,1,2
242322,1.07289291112844,7,7,1,2,2,2,1,1
242323,0.594412768532952,4,7,5,6,5,5,2,2
242324,,,7,4,5,2,2,3,2
242325,1.21595735570489,2,7,9,1,2,1,1,1
242326,,,7,9,1,5,1,2,1
242327,,,1,4,5,3,3,2,1
242330,,,7,6,2,3,2,3,2
242331,,,4,5,3,2,2,1,2
242333,,,7,8,2,3,2,3,1
242339,,,7,5,3,4,3,2,1
242340,0.83483717854455,2,7,11,2,5,2,3,2
242341,0.538578187403389,3,7,2,6,3,3,3,1
242342,,,1,9,5,4,4,3,2
242344,0.287835761252874,2,7,8,6,5,5,2,2
242345,,,4,9,3,2,2,1,1
242347,0.537022921472989,6,7,3,6,6,6,3,1
242348,,,7,3,4,5,4,3,1
242349,,,7,2,3,2,2,2,2
242354,,,4,8,4,6,4,3,2
242356,,,7,3,1,6,1,1,2
242357,,,7,3,3,5,3,2,1
242359,0.957774415194911,7,4,7,6,6,6,3,2
242360,,,4,10,6,4,4,2,2
242363,,,7,9,2,2,2,1,2
242365,0.774167223276781,2,7,1,6,5,5,2,2
242367,,,7,2,3,5,3,3,2
242368,,,7,9,3,5,3,3,1
242369,,,7,4,6,2,2,1,2
242370,,,7,2,6,6,6,3,1
242371,,,7,3,2,3,2,1,2
242372,0.525551894845605,2,7,2,2,2,2,1,2
242374,,,4,9,4,3,3,1,1
